Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea
2,u,400000,VB,Jellis,29-07-2017,6.2,3123,2,1,1,0,
3,h,901000,S,hockingstuart,29-07-2017,21.3,3135,3,2,2,678,
3,t,835000,VB,hockingstuart,29-07-2017,8.9,3084,3,2,2,161,135
3,h,1257000,S,Hodges,29-07-2017,16,3190,3,1,2,572,
3,t,1200000,S,Charlton,29-07-2017,16,3190,3,1,2,269,125
3,t,1030000,PI,Hodges,29-07-2017,16,3190,3,2,2,240,180
3,h,1260000,S,Buxton,29-07-2017,16,3190,3,1,0,642,
4,t,1200000,S,hockingstuart,29-07-2017,16,3190,4,2,2,304,183
2,h,1150000,PI,hockingstuart,29-07-2017,16,3190,2,1,2,591,100
3,u,485000,S,Barry,29-07-2017,18,3037,3,2,2,345,
4,h,618350,S,YPA,29-07-2017,18,3037,4,2,2,542,221
3,h,540000,S,Ray,29-07-2017,18.4,3029,3,2,2,580,200
3,h,990000,VB,Barry,29-07-2017,12.3,3166,3,1,2,628,
4,h,2250000,VB,Nelson,29-07-2017,7.8,3079,4,2,2,1011,
4,h,2530000,VB,Miles,29-07-2017,7.8,3079,4,2,0,637,306
3,h,620500,S,RW,29-07-2017,14,3047,3,1,4,764,
4,h,1475000,PI,Harcourts,29-07-2017,11.7,3033,4,2,2,988,
3,h,750000,S,Nelson,29-07-2017,10.4,3042,3,2,2,761,222
5,h,765000,SP,McDonald,29-07-2017,10.4,3042,5,3,4,650,178
2,u,445000,SP,Redina,29-07-2017,3.4,3031,2,1,1,1775,59
2,u,501000,SP,Jellis,29-07-2017,3.4,3031,2,1,1,3957,
3,h,1060000,S,Nelson,29-07-2017,3.4,3031,3,1,0,190,
3,t,1405000,S,Buckingham,29-07-2017,5.4,3101,3,2,2,325,129
4,h,3015000,S,Jellis,29-07-2017,5.4,3101,4,2,2,813,276
3,h,1500000,S,Fletchers,29-07-2017,7.3,3102,3,2,2,446,
3,h,745000,SP,Biggin,29-07-2017,25.2,3173,3,1,4,540,108
3,h,725000,S,Purplebricks,29-07-2017,25.2,3173,3,2,4,553,
1,u,216000,SP,Jas,29-07-2017,6.4,3012,1,1,1,0,
5,h,1070000,SP,Barry,29-07-2017,23.3,3180,5,2,2,726,
3,h,375000,SP,hockingstuart,29-07-2017,31.7,3337,3,2,1,637,131
2,u,444000,S,HAR,29-07-2017,16.3,3075,2,1,1,277,100
3,h,544000,S,Langwell,29-07-2017,16.3,3075,3,1,2,534,129
3,h,580500,S,Love,29-07-2017,16.3,3075,3,1,1,532,934
4,h,710000,S,Love,29-07-2017,16.3,3075,4,1,1,627,
3,h,700000,SP,YPA,29-07-2017,16.3,3075,3,1,2,625,
3,h,565500,S,O'Brien,29-07-2017,41,3910,3,2,2,361,
4,h,1129000,S,Fletchers,29-07-2017,14.6,3093,4,2,2,792,
3,t,670000,SP,Jas,29-07-2017,6.4,3012,3,2,2,159,128
4,t,821000,S,Jas,29-07-2017,6.4,3012,4,3,2,294,151
3,t,360000,SP,RW,29-07-2017,17.4,3048,3,1,1,154,108
3,h,510000,SP,Barry,29-07-2017,17.4,3048,3,1,1,670,101
2,u,565000,S,MICM,29-07-2017,0,3000,2,1,0,89,85
2,u,540000,PI,Harcourts,29-07-2017,0,3000,2,1,0,0,
3,h,300000,S,Reliance,29-07-2017,29.8,3338,3,1,1,585,
3,h,385000,S,YPA,29-07-2017,29.8,3338,3,1,2,670,124
4,h,427500,S,hockingstuart,29-07-2017,31.7,3337,4,1,2,865,129.92
2,u,641000,S,Thomson,29-07-2017,20,3194,2,1,1,0,
3,h,668000,S,Ray,29-07-2017,17.9,3082,3,2,1,555,196
3,h,650000,PI,Ray,29-07-2017,17.9,3082,3,2,1,661,141
2,h,490000,S,Stockdale,29-07-2017,17.9,3082,2,1,2,374,100
4,h,800000,S,HAR,29-07-2017,17.9,3082,4,2,2,674,
5,h,955000,S,HAR,29-07-2017,17.9,3082,5,2,5,698,
3,h,635000,S,RW,29-07-2017,17.9,3082,3,1,2,528,
3,t,943000,S,Fletchers,29-07-2017,10.2,3127,3,1,1,248,
4,h,1400000,PI,Hodges,29-07-2017,6.2,3039,4,2,1,375,200
3,h,1245000,S,McDonald,29-07-2017,6.2,3039,3,1,0,234,
3,t,920000,S,hockingstuart,29-07-2017,14.3,3189,3,2,2,230,
3,h,696000,S,Fletchers,29-07-2017,26.5,3138,3,1,2,886,120
2,u,600000,S,Barry,29-07-2017,21.5,3195,2,1,1,0,
3,h,1635000,S,Harcourts,29-07-2017,14.2,3149,3,1,2,720,
3,h,1406000,S,Ray,29-07-2017,14.2,3149,3,2,2,660,133
4,h,1640000,S,Barry,29-07-2017,14.2,3149,4,2,2,811,
3,h,9000000,PI,Hall,29-07-2017,18.8,3170,3,1,1,744,117
3,h,1001000,S,Harcourts,29-07-2017,18.8,3170,3,1,2,727,168
4,h,1030000,S,Ray,29-07-2017,18.8,3170,4,2,2,492,
2,u,540000,VB,Weston,29-07-2017,10.1,3163,2,1,1,80,67
2,u,910000,S,hockingstuart,29-07-2017,10.1,3163,2,1,2,402,106
1,u,295000,PI,Thomson,29-07-2017,10.1,3163,1,1,1,0,45
3,h,1965000,S,Ray,29-07-2017,10.1,3163,3,2,3,926,58
3,t,950000,SP,Greg,29-07-2017,6.2,3015,3,2,2,211,
2,u,582000,SP,Gunn&Co,29-07-2017,6.2,3015,2,1,1,963,86
3,h,695000,S,Barry,29-07-2017,22.7,3174,3,1,1,671,142
3,u,681000,S,JMRE,29-07-2017,1.8,3051,3,1,1,1843,
2,h,1803000,SP,Alexkarbon,29-07-2017,1.8,3051,2,2,0,119,
2,h,950000,SP,Nelson,29-07-2017,5.3,3070,2,1,0,114,
3,h,1610000,S,Nelson,29-07-2017,5.3,3070,3,1,4,693,
4,h,1515000,S,Jellis,29-07-2017,5.3,3070,4,1,2,318,161
2,u,725000,S,Stockdale,29-07-2017,15.4,3131,2,1,2,848,
3,u,813000,S,Ray,29-07-2017,15.4,3131,3,2,2,266,134
2,t,545000,PI,Hodges,29-07-2017,11.2,3046,2,1,1,0,80
4,h,1300000,PI,Woodards,29-07-2017,11.2,3046,4,2,2,866,175
4,h,1260000,S,Considine,29-07-2017,11.2,3046,4,2,2,656,204
4,h,921000,S,Jellis,29-07-2017,11.2,3046,4,1,4,550,
3,h,1250000,S,McGrath,29-07-2017,15.5,3167,3,1,2,680,
3,h,840000,PI,Woodards,29-07-2017,15.5,3167,3,1,4,601,
5,h,1350000,VB,hockingstuart,29-07-2017,21.5,3195,5,2,2,653,
2,u,541000,S,Nelson,29-07-2017,8.5,3044,2,1,1,133,
2,u,565000,S,Rendina,29-07-2017,8.5,3044,2,1,2,189,
3,h,840000,PI,Brad,29-07-2017,8.5,3044,3,1,1,438,
3,h,940000,SP,hockingstuart,29-07-2017,8.5,3044,3,1,1,559,109
4,h,620000,S,hockingstuart,29-07-2017,14.7,3030,4,2,2,448,238
4,h,801000,S,YPA,29-07-2017,14.7,3030,4,2,2,628,
2,h,1722500,S,Marshall,29-07-2017,3.5,3207,2,1,0,101,75
3,h,2730000,S,Chisholm,29-07-2017,3.5,3207,3,1,1,324,
3,h,1030000,S,Frank,29-07-2017,3.5,3207,3,1,0,130,
2,u,520000,PI,hockingstuart,29-07-2017,4.6,3181,2,2,1,1111,
4,h,1485000,S,McGrath,29-07-2017,8.4,3072,4,1,2,509,202
7,h,1350000,SP,RW,29-07-2017,8.4,3072,7,3,4,530,
3,h,905000,PI,Nelson,29-07-2017,8.4,3072,3,1,1,473,
3,h,1045000,S,RW,29-07-2017,8.4,3072,3,1,2,520,
4,h,905000,S,Barry,29-07-2017,12,3073,4,1,2,870,
2,h,875000,S,hockingstuart,29-07-2017,12,3073,2,1,2,519,
3,h,670000,S,hockingstuart,29-07-2017,12,3073,3,2,1,536,
3,h,605000,SP,Love,29-07-2017,12,3073,3,1,1,540,
2,t,672000,S,hockingstuart,29-07-2017,12,3073,2,1,1,243,120
2,u,660000,SA,Nelson,29-07-2017,2.4,3121,2,1,1,4422,
3,h,1310000,S,Jellis,29-07-2017,2.4,3121,3,1,1,209,
2,u,666000,S,hockingstuart,29-07-2017,2.4,3121,2,1,1,0,60
1,u,330000,VB,Marshall,29-07-2017,2.4,3121,1,1,1,0,43.7
2,u,927000,S,Biggin,29-07-2017,2.4,3121,2,1,2,0,
2,u,575500,S,hockingstuart,29-07-2017,2.4,3121,2,1,1,0,
3,h,1400000,S,HAR,29-07-2017,21.3,3135,3,2,4,941,97
5,h,850000,VB,McGrath,29-07-2017,19.9,3134,5,3,2,651,
4,h,1005000,S,Jellis,29-07-2017,19.9,3134,4,2,2,785,
2,u,558500,SP,Buxton,29-07-2017,7.2,3185,2,1,1,1453,63
3,h,393200,S,Raine,29-07-2017,20.6,3064,3,1,1,400,
3,h,460000,S,YPA,29-07-2017,20.6,3064,3,2,3,266,153
3,h,490000,S,Ray,29-07-2017,20.6,3064,3,2,2,400,143
4,h,1660000,S,hockingstuart,29-07-2017,15.2,3191,4,2,2,390,235
4,h,1235000,S,Hodges,29-07-2017,15.2,3191,4,2,2,404,165
4,h,590000,S,LJ,29-07-2017,15.5,3028,4,2,2,531,
4,h,870000,S,hockingstuart,29-07-2017,35.4,3198,4,2,2,771,160
4,h,880000,S,O'Brien,29-07-2017,35.4,3198,4,2,2,535,199
1,u,312000,S,RT,29-07-2017,11,3018,1,1,0,0,
2,h,945000,SP,Village,29-07-2017,5.1,3011,2,1,1,126,65
3,t,730000,S,Sweeney,29-07-2017,6.2,3015,3,2,2,340,135
3,h,2200000,VB,Marshall,29-07-2017,1.9,3205,3,2,1,195,
2,h,980000,VB,Marshall,29-07-2017,1.9,3205,2,1,0,64,112
4,h,561000,SP,Ray,29-07-2017,20.5,3752,4,2,1,229,156
4,h,612000,S,Millership,29-07-2017,20.5,3752,4,2,2,617,
3,h,690000,S,HAR,29-07-2017,20.5,3752,3,2,4,806,
2,u,1090000,S,hockingstuart,29-07-2017,2.7,3141,2,2,2,17200,
2,u,570000,VB,Ray,29-07-2017,2.7,3141,2,1,1,0,64
1,u,555000,S,Jellis,29-07-2017,2.7,3141,1,1,1,0,
2,u,732000,S,Harcourts,29-07-2017,0.7,3006,2,1,0,3901,
1,u,481000,S,hockingstuart,29-07-2017,5,3182,1,1,1,0,
2,u,600000,VB,hockingstuart,29-07-2017,5,3182,2,1,1,0,82
2,u,360000,SP,Brad,29-07-2017,31.7,3429,2,1,1,143,112
4,h,597000,S,Leading,29-07-2017,31.7,3429,4,2,4,939,
3,h,475000,S,Leeburn,29-07-2017,31.7,3429,3,1,4,754,131
3,h,495000,S,One,29-07-2017,31.7,3429,3,2,2,563,150
3,h,695000,S,Barry,29-07-2017,10.5,3020,3,1,0,694,113.6
3,h,760000,S,Barry,29-07-2017,10.5,3020,3,1,2,1143,100
3,h,583500,S,S&L,29-07-2017,10.5,3020,3,1,1,672,110
3,u,1050000,PI,hockingstuart,29-07-2017,10.2,3127,3,2,2,0,
3,h,585000,S,Prof.,29-07-2017,18,3037,3,2,2,662,232
3,h,685000,S,Barry,29-07-2017,15.5,3038,3,1,2,678,
3,h,693000,S,YPA,29-07-2017,15.5,3038,3,2,3,723,
3,h,1245000,S,Barry,29-07-2017,12.4,3107,3,2,2,779,135
6,h,2000000,VB,Barry,29-07-2017,12.4,3107,6,3,2,1054,235
3,h,867000,S,HAR,29-07-2017,15.3,3074,3,1,3,819,
2,u,407000,S,HAR,29-07-2017,15.3,3074,2,1,1,140,78
3,h,590500,S,HAR,29-07-2017,15.3,3074,3,1,1,585,
3,h,1000000,PI,Love,29-07-2017,7,3071,3,2,2,333,
3,h,891000,S,Nelson,29-07-2017,7,3071,3,2,2,199,140
3,h,615500,S,hockingstuart,29-07-2017,12.9,3043,3,2,1,238,118
2,u,300000,SP,Jason,29-07-2017,12.9,3043,2,1,1,0,66.32
4,h,908000,S,Ray,29-07-2017,14.7,3152,4,2,1,815,
4,h,850000,VB,Purplebricks,29-07-2017,14.7,3152,4,2,3,785,
4,h,1200000,S,Ray,29-07-2017,14.7,3152,4,2,3,741,
5,h,1310000,S,Harcourts,29-07-2017,14.7,3152,5,3,2,818,255
4,h,930000,S,Noel,29-07-2017,14.7,3152,4,2,2,639,
2,u,686000,S,Darren,29-07-2017,14.5,3087,2,1,1,169,
4,h,755000,S,HAR,29-07-2017,14.5,3087,4,1,2,613,
2,h,678000,S,YPA,29-07-2017,14.7,3030,2,1,1,487,
4,h,645000,PI,hockingstuart,29-07-2017,14.7,3030,4,2,2,555,237
4,h,482500,S,YPA,29-07-2017,14.7,3030,4,2,0,533,170
3,u,394000,PI,hockingstuart,29-07-2017,14.7,3030,3,2,4,287,137
3,h,597000,S,Ray,29-07-2017,14.7,3030,3,1,1,672,
4,h,1300000,SP,Jas,29-07-2017,6.4,3012,4,2,2,588,
4,h,821000,S,YPA,29-07-2017,16.5,3049,4,3,2,544,264
3,h,635000,S,Barry,29-07-2017,16.5,3049,3,2,1,691,177
5,h,1095000,S,Ray,29-07-2017,16.7,3150,5,2,2,629,
3,h,601000,S,Ray,29-07-2017,35.5,3757,3,2,1,972,149
3,h,1050000,VB,Williams,29-07-2017,6.8,3016,3,1,0,179,115
1,u,385000,SP,Williams,29-07-2017,6.8,3016,1,1,1,0,35.64
3,h,1285000,S,Jas,29-07-2017,6.8,3016,3,1,0,296,
2,u,560000,PI,hockingstuart,29-07-2017,4.6,3181,2,1,1,0,61.6
3,h,525300,S,Stockdale,29-07-2017,25.5,3750,3,2,2,400,
2,h,750000,SP,hockingstuart,29-07-2017,6.3,3013,2,1,2,269,
6,h,2450000,VB,Village,29-07-2017,6.3,3013,6,3,2,1087,388.5
4,h,1436000,S,Brad,03-09-2017,7.5,3040,4,3,3,511,187
5,h,905000,S,hockingstuart,03-09-2017,10.5,3020,5,2,3,732,
4,h,1680000,S,Love,03-09-2017,5.7,3078,4,3,2,720,
3,h,913000,S,Greg,03-09-2017,11,3018,3,2,3,530,148
3,h,590000,PI,hockingstuart,03-09-2017,15.5,3028,3,1,2,459,
3,h,1070000,PI,RT,03-09-2017,9.4,3025,3,1,3,693,134
4,h,5100000,S,Marshall,03-09-2017,6.3,3143,4,2,2,761,255
2,u,820000,S,Jellis,03-09-2017,6.3,3143,2,1,1,1501,
3,h,985000,S,Brad,03-09-2017,4.3,3032,3,1,,245,91
2,u,600000,VB,Buxton,03-09-2017,6.4,3183,2,1,1,2283,85
3,h,1785000,PI,Jellis,03-09-2017,9.7,3104,3,2,3,683,
4,h,2650000,VB,Marshall,03-09-2017,9.7,3104,4,2,2,996,
5,h,1951000,S,Marshall,03-09-2017,9.7,3104,5,3,3,711,
5,h,1950000,S,RT,03-09-2017,9.7,3104,5,3,2,743,0
3,h,824000,S,One,03-09-2017,23.2,3153,3,1,2,725,112
4,h,1216000,S,Jellis,03-09-2017,13.8,3165,4,1,2,583,
2,h,1575000,S,Jellis,03-09-2017,13.8,3165,2,1,5,587,
3,h,1470000,SP,Buxton,03-09-2017,13.8,3165,3,2,2,616,154
4,h,975000,SP,Harcourts,03-09-2017,35.2,3806,4,3,2,675,332
4,h,1950000,PI,hockingstuart,03-09-2017,17.3,3193,4,3,2,665,206
3,h,1160000,S,Fletchers,03-09-2017,13.4,3130,3,2,1,583,
4,h,1375000,S,Jellis,03-09-2017,13.4,3130,4,1,3,757,150
3,h,1320000,SP,Noel,03-09-2017,13.4,3130,3,2,4,798,
3,h,2831000,S,Lindellas,03-09-2017,10.9,3128,3,1,3,1100,
2,h,1820000,SP,Buxton,03-09-2017,10.9,3128,2,1,2,701,94
2,u,610000,S,Morrison,03-09-2017,16.1,3088,2,1,1,180,
5,h,5500000,VB,Marshall,03-09-2017,10.5,3186,5,5,2,830,
4,h,2515000,S,Marshall,03-09-2017,10.3,3187,4,2,2,583,323
2,u,817500,S,Buxton,03-09-2017,10.3,3187,2,1,1,111,95
3,h,1590000,S,Marshall,03-09-2017,10.3,3187,3,2,3,594,
3,h,1775000,S,Gary,03-09-2017,10.3,3187,3,1,1,602,
3,h,673000,S,Stockdale,03-09-2017,14,3047,3,1,1,659,
3,h,1200000,S,Nelson,03-09-2017,5.2,3056,3,2,1,249,
2,h,800000,VB,hockingstuart,03-09-2017,5.2,3056,2,1,0,140,90
2,h,1023000,S,Domain,03-09-2017,4,3057,2,1,,154,76
3,h,680000,S,Ray,03-09-2017,12.1,3083,3,1,2,532,106
3,h,814000,S,Barry,03-09-2017,12.1,3083,3,1,2,542,0
3,h,715000,SP,Stockdale,03-09-2017,12.1,3083,3,1,1,541,120
3,h,657500,SP,Harcourts,03-09-2017,14.8,3023,3,2,2,631,
3,h,930000,S,Fletchers,03-09-2017,14.7,3151,3,2,2,369,
4,h,4060000,S,Kay,03-09-2017,7.7,3124,4,3,2,947,
2,u,692500,S,Noel,03-09-2017,7.7,3124,2,1,1,145,72
2,h,1520000,PI,Woodards,03-09-2017,3.5,3054,2,1,1,193,106
4,h,1609000,S,Gary,03-09-2017,8.4,3145,4,2,2,664,155
3,h,1295000,S,O'Brien,03-09-2017,17.9,3192,3,2,2,657,195
2,u,575000,SP,Buxton,03-09-2017,17.5,3169,2,1,2,914,89
3,h,1436000,S,Jellis,03-09-2017,3.6,3068,3,2,,123,128
4,h,1055000,S,Brad,03-09-2017,6.7,3058,4,1,1,560,
4,h,1080000,VB,Nelson,03-09-2017,6.7,3058,4,1,1,452,
3,h,1210000,S,McDonald,03-09-2017,6.7,3058,3,1,4,460,141
2,t,631000,S,Brad,03-09-2017,6.7,3058,2,2,1,1965,103
4,h,926000,SP,RW,03-09-2017,6.7,3058,4,1,5,565,
3,h,457000,S,YPA,03-09-2017,17.4,3048,3,1,2,551,118
4,h,505000,S,RW,03-09-2017,20.6,3064,4,2,2,406,
4,h,730000,VB,Fletchers,03-09-2017,23,3136,4,2,2,655,184
3,h,1005000,S,iTRAK,03-09-2017,23,3136,3,1,8,1082,
3,h,790000,S,Hoskins,03-09-2017,23,3136,3,2,2,659,131
3,h,931000,S,Hoskins,03-09-2017,23,3136,3,2,2,899,
3,h,857000,S,Philip,03-09-2017,23,3136,3,2,1,1007,250
3,h,477000,S,YPA,03-09-2017,14,3047,3,1,1,627,97
3,h,500000,S,C21,03-09-2017,24.7,3175,3,1,1,372,
3,h,510000,S,McLennan,03-09-2017,24.7,3175,3,2,1,673,125
3,h,632000,SP,Del,03-09-2017,24.7,3175,3,1,2,544,
4,h,950000,SP,Barry,03-09-2017,21.8,3089,4,2,2,879,235
4,h,955000,S,Obrien,03-09-2017,22.2,3172,4,2,2,615,
4,h,1375000,S,Barry,03-09-2017,12.4,3108,4,2,3,652,218
5,h,1820000,S,Buxton,03-09-2017,12.4,3108,5,3,2,630,
3,h,1482000,S,Jellis,03-09-2017,14.3,3109,3,1,3,713,
4,h,1470000,PI,Barry,03-09-2017,14.3,3109,4,2,2,775,
4,t,1175000,S,Barry,03-09-2017,14.3,3109,4,2,2,723,235
3,h,1381000,S,Ray,03-09-2017,14.3,3109,3,2,1,646,170
3,h,1620000,S,Fletchers,03-09-2017,14.3,3109,3,2,1,848,
3,t,1171000,S,Noel,03-09-2017,16.1,3111,3,2,2,247,
4,h,555000,S,HAR,03-09-2017,25.9,3754,4,2,2,387,
3,h,881017,SP,Morrison,03-09-2017,18,3095,3,2,2,662,
2,u,670000,VB,Chisholm,03-09-2017,7.2,3184,2,1,0,643,
4,h,652000,S,HAR,03-09-2017,19.6,3076,4,1,5,548,
3,h,557500,SP,Millership,03-09-2017,19.6,3076,3,1,2,654,
4,t,1185000,S,Barry,03-09-2017,7.5,3040,4,3,1,205,168
4,h,2100000,VB,Nelson,03-09-2017,7.5,3040,4,2,3,920,256
4,h,900000,S,Barry,03-09-2017,7.5,3040,4,1,1,478,
3,h,1500000,S,Nelson,03-09-2017,7.5,3040,3,1,2,649,
3,u,801000,S,Nelson,03-09-2017,8.2,3041,3,2,1,256,125
3,h,1492000,S,Nelson,03-09-2017,5.7,3078,3,2,1,292,117
2,t,515000,SP,Alexkarbon,03-09-2017,13.1,3060,2,1,2,177,84
3,h,760000,S,Barry,03-09-2017,24.8,3156,3,1,2,944,104
3,h,2300000,S,Jellis,03-09-2017,2.1,3065,3,2,1,203,163
2,h,1090000,S,Alexkarbon,03-09-2017,3.4,3031,2,1,2,263,
3,h,1500000,VB,Nelson,03-09-2017,3.4,3031,3,1,2,241,119
3,h,810000,SP,Jas,03-09-2017,5.1,3011,3,2,2,121,
2,u,730000,SP,Noel,03-09-2017,15.4,3131,2,1,1,296,296
4,h,695000,S,Ray,03-09-2017,38,3199,4,1,3,713,109
3,h,938000,S,hockingstuart,03-09-2017,38,3199,3,1,1,972,
3,h,1155000,S,hockingstuart,03-09-2017,38,3199,3,2,2,2405,242
4,h,1905000,S,Eview,03-09-2017,38,3199,4,2,2,1471,180
3,h,680000,S,Barry,03-09-2017,12.9,3043,3,1,2,300,
4,h,670000,S,Barry,03-09-2017,12.9,3043,4,2,2,729,
3,h,650000,VB,Barry,03-09-2017,12.9,3043,3,1,3,529,117
4,h,670000,VB,Barry,03-09-2017,12.9,3043,4,2,3,213,156
3,h,1300000,VB,Marshall,03-09-2017,7.3,3146,3,2,2,400,170
4,h,2825000,PI,Marshall,03-09-2017,7.3,3146,4,2,2,728,
4,h,1770000,SP,Meadows,03-09-2017,7.3,3146,4,3,2,276,
2,h,1910000,S,Marshall,03-09-2017,7.3,3146,2,1,1,848,
3,h,1850000,S,Fletchers,03-09-2017,7.3,3146,3,1,1,645,
3,h,2152500,S,Marshall,03-09-2017,7.3,3146,3,2,2,656,
3,t,1160000,S,Tim,03-09-2017,7.3,3146,3,2,2,203,
2,u,791000,S,McGrath,03-09-2017,16.7,3150,2,1,1,310,
3,h,1370000,S,Fletchers,03-09-2017,16.7,3150,3,1,,652,
3,h,815000,S,Stockdale,03-09-2017,11.2,3046,3,1,1,697,
4,h,835000,S,Barry,03-09-2017,11.2,3046,4,1,3,649,122
3,h,830000,S,Nelson,03-09-2017,11.2,3046,3,1,2,655,110
3,h,815000,PI,Barry,03-09-2017,11.2,3046,3,1,3,760,
3,h,780000,SP,Stockdale,03-09-2017,11.2,3046,3,1,3,618,116
4,h,635000,SP,Stockdale,03-09-2017,12.9,3043,4,2,2,2679,4
3,h,700000,VB,Nelson,03-09-2017,16.1,3088,3,1,2,676,
4,h,797000,S,Barry,03-09-2017,20.4,3059,4,2,2,1057,195
4,h,2675000,S,Nick,03-09-2017,13.8,3188,4,2,4,728,
4,h,1900000,VB,Marshall,03-09-2017,13.8,3188,4,3,2,699,228
4,h,2260000,S,Buxton,03-09-2017,13.8,3188,4,2,2,766,
2,h,832000,S,Buxton,03-09-2017,16,3190,2,1,1,254,
5,h,610000,SA,hockingstuart,03-09-2017,18.4,3029,5,2,2,650,
4,h,555000,PI,Barry,03-09-2017,18.4,3029,4,1,2,570,
3,h,1080000,S,Buxton,03-09-2017,12.3,3166,3,1,3,594,
5,h,750000,SP,Brad,03-09-2017,14,3021,5,2,4,647,207
4,h,1010000,S,Nelson,03-09-2017,11.7,3033,4,1,2,612,
4,h,3060000,S,RT,03-09-2017,5.4,3101,4,2,2,838,
4,h,1690000,S,Nelson,03-09-2017,5.4,3101,4,2,4,350,168
4,h,1600000,VB,Noel,03-09-2017,7.3,3102,4,2,2,12300,
3,h,685000,S,Ray,03-09-2017,16.3,3075,3,1,2,888,
4,h,715000,S,Barry,03-09-2017,16.3,3075,4,2,2,500,
3,h,685500,S,HAR,03-09-2017,16.3,3075,3,1,1,551,
3,t,722000,S,Biggin,03-09-2017,6.4,3012,3,2,2,147,125
3,h,1430000,S,Buxton,03-09-2017,8.4,3145,3,1,1,641,
3,h,983000,S,Biggin,03-09-2017,4.3,3032,3,2,2,359,185
4,h,560000,S,Stockdale,03-09-2017,17.4,3048,4,3,2,572,
3,h,482000,S,Nelson,03-09-2017,17.4,3048,3,2,2,452,140
5,h,460000,S,hockingstuart,03-09-2017,31.7,3337,5,2,2,590,
3,h,430000,S,hockingstuart,03-09-2017,31.7,3337,3,1,2,583,103
3,h,438000,S,YPA,03-09-2017,31.7,3337,3,2,2,575,172
4,h,900000,PI,Hodges,03-09-2017,20,3194,4,2,2,530,216
3,h,960500,S,Buxton,03-09-2017,20,3194,3,2,2,535,132
3,t,840000,S,Obrien,03-09-2017,20,3194,3,2,2,163,154
3,h,1210000,PI,Sweeney,03-09-2017,6.2,3039,3,2,0,411,114
4,h,1450000,S,Nelson,03-09-2017,6.2,3039,4,2,3,465,
4,h,1188000,S,Ray,03-09-2017,14.3,3189,4,2,2,595,
2,h,1300000,VB,Buxton,03-09-2017,21.5,3195,2,1,2,502,
3,h,1800000,PI,McGrath,03-09-2017,14.2,3149,3,2,2,786,
3,t,650000,S,Ray,03-09-2017,18.8,3170,3,2,1,145,129
4,h,1105000,S,Ray,03-09-2017,18.8,3170,4,3,2,650,224
4,h,1180000,PI,Williams,03-09-2017,6.2,3015,4,1,,545,
4,t,940000,SP,Greg,03-09-2017,6.2,3015,4,2,2,510,196
2,h,1370000,S,Frank,03-09-2017,10.4,3042,2,1,0,650,
5,h,1215000,S,Nelson,03-09-2017,10.4,3042,5,2,2,647,
2,h,1300000,PI,Barry,03-09-2017,10.4,3042,2,1,1,650,380
2,h,1100000,PI,Nelson,03-09-2017,1.8,3051,2,1,0,129,
3,h,1425000,S,Nelson,03-09-2017,1.8,3051,3,1,3,163,
3,h,1550000,S,Nelson,03-09-2017,1.8,3051,3,2,1,173,
2,h,1386000,S,Love,03-09-2017,5.3,3070,2,1,0,270,
4,h,1700000,S,McGrath,03-09-2017,5.3,3070,4,3,4,422,
4,h,1150000,VB,Woodards,03-09-2017,12.3,3166,4,2,2,1060,175
3,h,1140000,PI,Buxton,03-09-2017,15.5,3167,3,1,4,697,
5,h,2110000,PI,Marshall,03-09-2017,11.4,3204,5,3,4,664,245
4,h,1320000,S,Hodges,03-09-2017,21.5,3195,4,2,5,600,179
2,u,672000,S,Hodges,03-09-2017,21.5,3195,2,1,1,158,
3,t,676000,S,Brad,03-09-2017,8.5,3044,3,2,2,122,108
2,t,500000,VB,Nelson,03-09-2017,8.5,3044,2,2,1,74,
3,h,1010000,S,Jellis,03-09-2017,8.5,3044,3,1,2,673,
4,h,1375000,VB,Nelson,03-09-2017,8.5,3044,4,2,2,1031,
3,h,540000,S,Barry,03-09-2017,14.7,3030,3,2,2,353,135
2,u,820000,SP,Chisholm,03-09-2017,3.5,3207,2,2,2,4604,
3,h,1764000,S,Buxton,03-09-2017,3.5,3207,3,2,,131,133
4,h,2625000,PI,Marshall,03-09-2017,3.5,3207,4,3,2,202,
2,h,1400000,PI,hockingstuart,03-09-2017,4.6,3181,2,1,0,212,
4,h,750000,VB,Stockdale,03-09-2017,12,3073,4,1,6,953,
3,h,861000,S,Stockdale,03-09-2017,12,3073,3,2,3,488,135
3,h,612500,S,Stockdale,03-09-2017,12,3073,3,1,1,170,128
3,h,906000,S,Barry,03-09-2017,12,3073,3,1,2,741,
3,h,758000,S,Barry,03-09-2017,12,3073,3,1,2,558,
4,h,900000,SP,RW,03-09-2017,12,3073,4,1,4,646,119
2,h,762000,S,Nelson,03-09-2017,12,3073,2,1,1,556,
4,h,2368000,S,Jellis,03-09-2017,2.4,3121,4,1,3,390,
3,h,1120000,S,Max,03-09-2017,19.9,3134,3,1,2,669,106
4,h,570000,S,Raine,03-09-2017,20.6,3064,4,2,2,504,0
3,h,515000,S,Barry,03-09-2017,20.6,3064,3,2,2,532,
2,h,1137000,S,hockingstuart,03-09-2017,1.9,3205,2,1,,126,79
2,u,860000,PI,Williams,03-09-2017,2.7,3141,2,1,1,644,
